label,length,n_vowel_chars,vowel_ratio,n_vowels,n_constant_chars,n_constants,vowel_constant_convs,n_nums,num_ratio,alpha_numer_convs,n_other_chars,max_consecutive_chars,entropy,n_ip,n_mx,n_ptr,n_ns,ns_similarity,n_countries,mean_TTL,stdev_TTL,n_labels,life_time,active_time,rv
1,11,5,0.454545,4,6,4,0.7,0,0,0,0,1,2.91398,1,0,1,2,1,1,599.667,0.471405,47,731,366,44.8027
1,7,2,0.285714,2,5,5,0.666667,0,0,0,0,1,2.80735,1,0,0,0,0,1,299.667,0.471405,7,0,0,34.471
1,13,4,0.307692,3,9,6,0.666667,0,0,0,0,1,3.08506,0,0,0,3,0,0,0,0,0,731,366,75.3527
1,14,4,0.285714,3,10,6,0.615385,0,0,0,0,1,3.03915,2,1,2,2,1,2,9599.67,6787.99,86,0,0,95.5271
1,14,5,0.357143,4,9,5,0.692308,0,0,0,0,1,3.03915,2,1,2,2,1,2,2399.67,1696.82,86,365,0,127.49
1,13,5,0.384615,2,8,7,0.833333,0,0,0,0,1,3.02699,2,1,2,2,1,2,9599.67,6787.99,772,0,0,39.6522
1,16,7,0.4375,4,9,8,0.666667,0,0,0,0,2,3.45282,1,3,1,4,0.792771,1,26399.7,3394.58,33,366,0,155.74
1,9,3,0.333333,1,6,5,0.75,0,0,0,0,2,2.41938,1,1,1,2,1,1,64799.7,30547.5,173,2192,1838,33.8246
1,9,3,0.333333,1,6,6,0.75,0,0,0,0,1,2.6416,1,1,1,2,1,1,10799.7,0.471405,0,365,1,45.108
1,18,6,0.333333,3,11,9,0.625,0,0,0,0,1,3.57243,3,0,5,0,0,2,199.667,141.186,0,7670,7272,109.356
1,15,4,0.266667,3,10,7,0.461538,0,0,0,0,2,3.37356,3,0,3,0,0,2,599.667,424.029,545,5478,4936,34.0431
1,10,2,0.2,2,7,5,0.5,0,0,0,0,2,2.92193,1,0,1,0,0,1,3599.67,0.471405,103,0,0,71.5573
1,4,0,0,0,3,1,0,1,0.25,0.333333,0,3,0.811278,1,2,0,2,1,1,1798.67,0.471405,13,0,0,1.152
1,12,2,0.166667,2,7,6,0.363636,1,0.0833333,0.0909091,2,2,3.25163,3,0,0,2,1,1,299.667,0.471405,0,0,0,53.0661
1,7,2,0.285714,2,5,3,0.5,0,0,0,0,2,2.12809,1,1,1,3,0.941176,1,3598.33,1.69967,90,1826,1488,21.7854
1,4,1,0.25,1,3,2,0.666667,0,0,0,0,2,1.5,3,1,0,2,1,1,299.667,0.471405,617,365,23,6.078
1,23,6,0.26087,5,15,12,0.47619,0,0,0,1,2,4.14291,1,0,0,0,0,1,239.667,0.471405,898,8400,7933,166.376
1,7,2,0.285714,1,5,4,0.333333,0,0,0,0,2,2.23593,1,1,1,2,1,1,14399.7,0.471405,25,5114,4749,22.0012
1,25,7,0.28,3,14,9,0.608696,3,0.12,0.0869565,0,2,3.55908,3,0,0,2,1,1,59.6667,0.471405,0,2191,328,121.726
1,12,1,0.0833333,1,9,6,0.222222,0,0,0,0,2,2.9183,0,0,0,0,0,0,0,0,0,0,0,10.9004
1,5,1,0.2,1,4,3,0.5,0,0,0,0,2,1.92193,0,0,0,0,0,0,0,0,0,0,0,4.22239
1,6,0,0,0,6,3,0,0,0,0,0,2,1.25163,1,0,1,2,1,1,599.667,0.471405,0,731,359,2.38466
1,6,0,0,0,5,4,0,0,0,0,0,1,2.25163,1,1,0,2,1,1,599.667,0.471405,0,2192,2109,-0.584963
1,7,1,0.142857,1,5,5,0.333333,0,0,0,1,1,2.80735,0,0,0,0,0,0,0,0,0,0,0,6.33191
1,7,2,0.285714,1,5,4,0.666667,0,0,0,0,1,2.23593,1,0,1,2,1,1,10799.7,0.471405,25,0,0,42.3261
1,20,7,0.35,5,12,8,0.611111,0,0,0,0,1,3.72193,2,0,1,3,0.9375,2,2399.67,1696.82,12,0,0,96.3945
1,28,11,0.392857,5,17,10,0.740741,0,0,0,0,1,3.65148,2,1,2,2,1,2,9599.67,6787.99,2,0,0,123.344
1,55,16,0.290909,4,34,17,0.54902,2,0.0363636,0.0784314,0,2,4.30089,2,0,2,0,0,2,9599.67,6787.99,20,731,367,225.931
1,19,8,0.421053,4,10,10,0.705882,0,0,0,0,2,3.74741,2,0,2,0,0,2,799.667,565.45,6,731,364,61.7467
1,41,16,0.390244,5,22,11,0.666667,0,0,0,2,1,3.86683,2,0,2,0,0,2,9599.67,6787.99,20,365,0,162.228
1,24,9,0.375,4,14,9,0.772727,0,0,0,0,1,3.65727,2,0,1,0,0,2,9599.67,6787.99,9,0,0,87.7534
1,41,14,0.341463,5,24,15,0.648649,0,0,0,0,1,4.20428,2,0,2,0,0,2,9599.67,6787.99,0,1461,1128,151.456
1,56,20,0.357143,5,31,13,0.647059,0,0,0,1,1,4.05637,2,0,2,0,0,2,9599.67,6787.99,43,366,0,303.369
1,25,10,0.4,5,14,10,0.695652,0,0,0,0,1,3.81366,1,0,1,0,0,1,0,0,0,365,5,89.2273
1,24,9,0.375,5,13,10,0.772727,0,0,0,1,1,3.90727,2,1,2,2,1,2,399.667,282.607,44,365,2,80.1296
1,24,9,0.375,5,13,10,0.772727,0,0,0,1,1,3.93872,2,1,2,2,1,2,399.667,282.607,44,365,0,87.3174
1,23,9,0.391304,5,14,10,0.727273,0,0,0,0,1,3.70813,2,1,2,2,1,2,9599.67,6787.99,9,0,0,92.5727
1,24,9,0.375,5,14,10,0.695652,1,0.0416667,0.0434783,0,1,3.80351,2,0,2,2,1,2,199.667,141.186,11,365,15,92.5727
1,21,6,0.285714,4,13,10,0.578947,0,0,0,1,1,3.88018,2,1,2,2,1,2,399.667,282.607,44,365,45,61.2161
1,35,10,0.285714,4,22,12,0.545455,0,0,0,2,1,4.03601,1,0,1,0,0,1,299.5,0.5,90,0,0,126.269
1,30,10,0.333333,4,19,11,0.714286,0,0,0,0,1,3.84774,1,0,1,0,0,1,14399.7,0.471405,0,731,351,137.203
1,16,6,0.375,5,9,7,0.714286,0,0,0,0,1,3.625,1,0,1,0,0,1,3599.67,0.471405,71,0,0,129.068
1,10,4,0.4,3,6,6,0.888889,0,0,0,0,1,3.12193,0,0,0,0,0,0,0,0,0,365,32,96.0606
1,13,2,0.153846,2,11,7,0.25,0,0,0,0,2,3.08506,0,0,0,0,0,0,0,0,0,0,0,27.5933
1,15,4,0.266667,3,11,8,0.571429,0,0,0,0,1,3.37356,0,0,0,0,0,0,0,0,0,366,277,113.012
1,11,1,0.0909091,1,8,7,0.111111,1,0.0909091,0.222222,0,2,3.27761,1,1,0,4,0.941176,1,14399.7,0.471405,0,0,0,3.34197
1,17,7,0.411765,3,10,9,0.75,0,0,0,0,1,3.45482,1,5,0,3,0.952381,1,2679.33,1302.02,184,1461,789,194.483
1,7,1,0.142857,1,6,5,0.333333,0,0,0,0,1,2.52164,3,1,0,2,1,1,299.667,0.471405,0,5114,4760,45.1353
1,12,4,0.333333,3,8,7,0.727273,0,0,0,0,1,3.25163,1,1,1,2,1,1,1199.67,0.471405,1090,731,359,150.414
1,13,5,0.384615,3,7,5,0.636364,0,0,0,0,2,2.96892,3,0,0,0,0,1,299.667,0.471405,243,366,5,35.1473
1,16,5,0.3125,4,10,9,0.571429,0,0,0,0,1,3.75,1,0,0,0,0,1,239.667,0.471405,898,0,0,110.468
1,11,2,0.181818,1,9,6,0.4,0,0,0,0,1,2.73216,0,0,0,0,0,0,0,0,0,0,0,37.4731
1,8,0,0,0,8,5,0,0,0,0,0,1,2.15564,0,0,0,0,0,0,0,0,0,0,0,1.83007
1,13,3,0.230769,2,8,5,0.363636,1,0.0769231,0.181818,0,1,3.02699,1,0,0,0,0,1,9844.67,1350.34,8,5479,5083,40.2137
1,4,2,0.5,2,2,2,0.666667,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,11.7448
1,7,3,0.428571,3,4,4,0.666667,0,0,0,0,1,2.80735,0,0,0,0,0,0,0,0,0,0,0,28.6306
1,11,4,0.363636,2,7,5,0.6,0,0,0,0,1,2.66353,0,0,0,0,0,0,0,0,0,0,0,110.246
1,11,3,0.272727,2,7,6,0.4,0,0,0,1,1,3.0958,0,0,0,0,0,0,0,0,0,0,0,48.1631
1,9,3,0.333333,2,5,5,0.5,1,0.111111,0.125,0,1,2.9477,0,0,0,0,0,0,0,0,0,0,0,56.1984
1,15,6,0.4,4,9,7,0.571429,0,0,0,0,2,3.32323,0,0,0,0,0,0,0,0,0,0,0,78.8322
1,13,6,0.461538,5,7,7,0.583333,0,0,0,0,1,3.54659,1,0,1,2,1,1,26399.7,3394.58,0,5114,4752,78.6011
1,9,3,0.333333,3,5,5,0.5,1,0.111111,0.125,0,1,3.16993,0,0,0,0,0,0,0,0,0,0,0,72.9537
1,31,8,0.258065,4,17,11,0.518519,1,0.0322581,0.0740741,2,2,4.01808,1,0,1,0,0,1,299.667,0.471405,0,0,0,100.374
1,5,3,0.6,2,2,2,0.75,0,0,0,0,1,1.92193,0,0,0,0,0,0,0,0,0,0,0,21.9162
1,9,4,0.444444,3,4,4,0.625,1,0.111111,0.125,0,1,2.9477,0,0,0,0,0,0,0,0,0,0,0,44.109
1,8,2,0.25,2,6,5,0.285714,0,0,0,0,1,2.75,1,0,0,2,1,1,599.667,0.471405,333,0,0,32.4071
1,15,6,0.4,3,7,6,0.5,0,0,0,2,1,3.10689,1,2,1,3,0.916667,1,3599.67,0.471405,180,6940,6570,61.313
1,19,8,0.421053,4,11,8,0.666667,0,0,0,0,1,3.43162,2,0,2,2,1,2,399.667,282.607,17,1461,892,151.893
1,13,5,0.384615,4,8,6,0.5,0,0,0,0,1,3.2389,1,1,1,2,1,1,21599.7,0.471405,138,0,0,115.333
1,14,6,0.428571,5,8,7,0.461538,0,0,0,0,1,3.52164,0,0,0,0,0,0,0,0,0,0,0,121.014
1,16,6,0.375,4,10,7,0.533333,0,0,0,0,1,3.375,0,0,0,0,0,0,0,0,0,0,0,119.353
1,15,5,0.333333,4,10,7,0.428571,0,0,0,0,1,3.32323,1,2,1,3,0.80983,1,53999.5,32400.5,0,0,0,108.184
1,10,4,0.4,3,6,6,0.444444,0,0,0,0,1,3.12193,0,0,0,0,0,0,0,0,0,365,87,52.296
1,10,5,0.5,3,5,5,0.555556,0,0,0,0,1,2.92193,0,0,0,0,0,0,0,0,0,0,0,62.6252
1,11,5,0.454545,4,6,6,0.4,0,0,0,0,1,3.27761,0,0,0,3,0,0,0,0,13,365,0,65.2663
1,8,4,0.5,2,4,4,0.714286,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,365,151,7.53427
1,8,3,0.375,2,3,2,0.714286,1,0.125,0.142857,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,26.7229
1,13,4,0.307692,2,8,6,0.727273,0,0,0,0,1,2.96892,0,0,0,0,0,0,0,0,0,4748,4748,32.4378
1,15,9,0.6,5,6,6,0.785714,0,0,0,0,1,3.32323,1,1,1,2,1,1,1199.67,0.471405,346,0,0,59.8344
1,7,1,0.142857,1,6,5,0.333333,0,0,0,0,2,2.52164,1,4,1,2,1,1,14399.7,0.471405,721,3287,1895,8.28259
1,11,2,0.181818,2,8,6,0.4,0,0,0,1,2,3.0958,0,0,0,0,0,0,0,0,0,0,0,9.99964
1,18,6,0.333333,3,11,7,0.75,0,0,0,0,1,3.35021,3,0,0,0,0,1,299.667,0.471405,41,3653,3258,51.7535
1,9,5,0.555556,1,4,3,0.625,0,0,0,0,2,1.65774,0,0,0,0,0,0,0,0,0,0,0,50.0603
1,17,5,0.294118,4,12,9,0.5,0,0,0,0,1,3.61687,1,1,1,2,1,1,14399.7,0.471405,402,365,32,118.612
1,16,7,0.4375,4,8,7,0.857143,0,0,0,0,2,3.45282,1,0,1,0,0,1,3599.67,0.471405,632,2557,1825,66.3075
1,13,4,0.307692,3,9,8,0.5,0,0,0,0,2,3.39275,1,2,1,2,1,1,64799.7,30547.5,0,0,0,79.3343
1,6,3,0.5,1,3,3,0.8,0,0,0,0,2,1.79248,0,0,0,0,0,0,0,0,0,0,0,26.7597
1,15,7,0.466667,2,8,8,0.785714,0,0,0,0,2,3.05656,0,0,0,0,0,0,0,0,0,0,0,77.4175
1,11,5,0.454545,3,5,5,0.777778,0,0,0,0,2,3.02717,0,0,0,0,0,0,0,0,497,0,0,29.7062
1,10,3,0.3,2,7,5,0.444444,0,0,0,0,2,2.72193,2,0,1,5,0.967742,2,1199,847.821,0,365,0,57.6889
1,8,3,0.375,2,5,4,0.571429,0,0,0,0,2,2.5,1,0,1,2,1,1,599.667,0.471405,5,0,0,29.1602
1,11,4,0.363636,3,7,5,0.6,0,0,0,0,2,2.91398,1,1,0,2,1,1,14399.7,0.471405,677,0,0,87.0705
1,6,3,0.5,2,3,3,0.6,0,0,0,0,2,2.25163,0,0,0,0,0,0,0,0,0,0,0,27.964
1,12,5,0.416667,3,7,6,0.727273,0,0,0,0,2,3.08496,2,1,2,2,1,2,7199.67,5090.93,12,1826,1461,80.5769
1,7,4,0.571429,2,3,3,0.833333,0,0,0,0,2,2.23593,1,1,0,2,1,1,59.6667,0.471405,0,0,0,24.2571
1,17,7,0.411765,4,8,7,0.75,0,0,0,2,1,3.49923,2,3,1,2,1,2,2399.67,1696.82,8,0,0,81.6621
1,9,3,0.333333,2,6,5,0.75,0,0,0,0,1,2.72548,0,0,0,0,0,0,0,0,0,0,0,20.3305
1,11,3,0.272727,2,8,5,0.6,0,0,0,0,1,2.73216,1,1,0,2,1,1,11255.3,4446.52,175,4383,4037,50.4056
1,11,4,0.363636,3,7,6,0.8,0,0,0,0,1,3.0958,0,0,0,0,0,0,0,0,0,0,0,27.5583
1,19,7,0.368421,4,12,10,0.666667,0,0,0,0,1,3.68188,3,0,0,2,1,1,299.667,0.471405,533,730,61,136.095
1,9,4,0.444444,3,5,5,0.75,0,0,0,0,2,2.9477,0,0,0,0,0,0,0,0,0,0,0,30.5141
1,12,5,0.416667,3,7,6,0.818182,0,0,0,0,1,3.08496,3,0,0,2,1,1,299.667,0.471405,1295,2192,731,55.4072
1,9,5,0.555556,4,4,4,0.75,0,0,0,0,1,2.9477,1,1,1,4,0.941176,1,3599.67,0.471405,1,0,0,43.6826
1,7,3,0.428571,2,4,4,1,0,0,0,0,1,2.52164,0,0,0,0,0,0,0,0,0,0,0,31.5742
1,7,3,0.428571,3,4,4,0.833333,0,0,0,0,1,2.80735,1,0,1,3,0.95,1,3599.67,0.471405,271,3287,2527,20.4274
1,8,4,0.5,4,4,2,1,0,0,0,0,1,2.5,1,1,1,2,1,1,14399.7,0.471405,12,365,0,42.3113
1,13,3,0.230769,3,8,7,0.5,0,0,0,2,1,3.39275,0,0,0,0,0,0,0,0,0,0,0,36.2949
1,16,5,0.3125,3,11,9,0.666667,0,0,0,0,2,3.5,0,0,0,0,0,0,0,0,0,0,0,109.802
1,8,3,0.375,2,5,4,0.857143,0,0,0,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,53.9145
1,9,3,0.333333,3,5,3,0.714286,0,0,0,0,2,2.6416,2,1,2,2,1,2,9599.67,6787.99,0,731,334,30.71
1,8,3,0.375,3,5,3,0.714286,0,0,0,0,2,2.5,1,1,1,4,0.833333,1,14399.7,0.471405,175,365,365,26.3363
1,13,3,0.230769,3,10,8,0.5,0,0,0,0,2,3.39275,0,0,0,0,0,0,0,0,0,0,0,114.388
1,7,3,0.428571,3,4,3,0.833333,0,0,0,0,2,2.52164,2,1,2,2,1,2,35999.7,36713.1,50,6256,5891,32.9288
1,19,4,0.210526,4,10,9,0.411765,2,0.105263,0.117647,2,1,4.0374,0,0,0,0,0,0,0,0,0,3653,3653,29.4636
1,6,3,0.5,2,3,3,1,0,0,0,0,1,2.25163,1,1,1,2,1,1,14399.7,0.471405,477,2192,2030,19.1886
1,9,3,0.333333,3,5,4,0.75,0,0,0,1,1,2.9477,3,0,0,2,1,1,299.667,0.471405,841,365,0,26.6969
1,7,3,0.428571,2,4,4,0.833333,0,0,0,0,1,2.52164,0,0,0,4,0,0,0,0,0,0,0,35.2659
1,22,9,0.409091,4,13,10,0.857143,0,0,0,0,2,3.62922,1,3,1,2,1,1,64799.7,30547.5,647,1461,1106,141.212
1,10,2,0.2,2,8,6,0.444444,0,0,0,0,1,2.92193,0,0,0,0,0,0,0,0,0,0,0,49.5166
1,8,3,0.375,2,5,4,0.714286,0,0,0,0,2,2.5,3,0,0,2,1,1,299.667,0.471405,7,366,31,46.5096
1,31,11,0.354839,4,17,11,0.551724,0,0,0,2,1,3.91018,3,0,3,0,0,2,39.6667,28.0515,0,0,0,206.629
1,5,2,0.4,1,3,3,1,0,0,0,0,1,1.92193,0,0,0,0,0,0,0,0,0,0,0,19.2977
1,11,4,0.363636,3,7,6,0.8,0,0,0,0,1,3.0958,2,1,2,2,1,2,9599.67,6787.99,20,365,0,66.1575
1,11,3,0.272727,2,8,6,0.6,0,0,0,0,2,2.91398,1,1,1,2,1,1,14399.7,0.471405,546,1096,732,53.2538
1,21,6,0.285714,4,14,12,0.631579,0,0,0,0,1,4.01137,3,0,5,0,0,2,199.667,141.186,290,7670,7272,125.847
1,8,2,0.25,1,4,3,0.571429,2,0.25,0.142857,0,1,2.5,1,0,1,0,0,1,0,0,0,0,0,40.4033
1,8,2,0.25,1,4,3,0.571429,2,0.25,0.142857,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,38.8184
1,10,4,0.4,3,6,5,0.666667,0,0,0,0,1,2.92193,0,0,0,0,0,0,0,0,0,0,0,44.2136
1,10,4,0.4,3,6,5,0.666667,0,0,0,0,1,2.92193,0,0,0,0,0,0,0,0,0,0,0,44.2136
1,25,8,0.32,3,13,9,0.652174,3,0.12,0.0869565,0,2,3.59327,3,0,0,2,1,1,51.3333,11.5566,0,2191,328,103.627
1,15,5,0.333333,3,9,7,0.714286,0,0,0,1,1,3.32323,0,0,0,0,0,0,0,0,0,0,0,92.4747
1,5,3,0.6,3,2,2,0.5,0,0,0,0,1,2.32193,0,0,0,0,0,0,0,0,0,0,0,4.33787
1,13,6,0.461538,4,7,5,0.833333,0,0,0,0,2,3.02699,1,1,1,2,1,1,14399.7,0.471405,16,365,0,125.507
1,14,6,0.428571,2,8,7,0.846154,0,0,0,0,1,2.95021,0,0,0,0,0,0,0,0,0,731,354,76.3961
1,8,4,0.5,2,4,4,0.714286,0,0,0,0,1,2.40564,2,1,2,2,1,2,9599.67,6787.99,22,731,731,35.0746
1,9,5,0.555556,2,4,3,0.625,0,0,0,0,2,2.19716,0,0,0,0,0,0,0,0,0,0,0,23.119
1,11,4,0.363636,3,6,6,0.777778,0,0,0,0,1,3.27761,0,0,0,0,0,0,0,0,95,0,0,31.0274
1,8,3,0.375,3,5,5,0.857143,0,0,0,0,1,3,1,0,1,3,0.666667,1,3599.67,0.471405,0,365,365,37.311
1,9,4,0.444444,3,5,5,0.75,0,0,0,0,1,2.9477,0,0,0,0,0,0,0,0,0,0,0,45.6394
1,23,8,0.347826,2,15,10,0.636364,0,0,0,0,1,3.24053,1,1,1,2,1,1,10799.7,0.471405,20,0,0,188.77
1,7,3,0.428571,3,4,4,1,0,0,0,0,1,2.80735,0,0,0,0,0,0,0,0,0,0,0,44.9501
1,15,6,0.4,4,8,6,0.923077,0,0,0,0,1,3.32323,0,0,0,0,0,0,0,0,18,731,349,50.7058
1,27,8,0.296296,4,16,12,0.52,1,0.037037,0.08,1,2,4.06026,1,0,0,0,0,1,239.333,0.471405,0,0,0,220.819
1,13,3,0.230769,2,10,7,0.5,0,0,0,0,2,3.02699,0,0,0,0,0,0,0,0,0,0,0,94.0078
1,7,2,0.285714,1,5,5,0.666667,0,0,0,0,1,2.52164,2,1,2,2,1,2,9599.67,6787.99,0,4383,2553,26.3606
1,8,2,0.25,2,5,4,0.571429,0,0,0,1,1,2.75,0,0,0,0,0,0,0,0,0,0,0,27.8505
1,9,3,0.333333,2,6,6,0.75,0,0,0,0,1,2.9477,3,1,3,4,0.941176,1,59.6667,0.471405,0,365,365,84.9916
1,7,3,0.428571,3,4,4,0.833333,0,0,0,0,1,2.80735,2,2,2,2,1,2,9599.67,6787.99,293,365,0,21.327
1,12,4,0.333333,2,7,5,0.636364,0,0,0,1,1,2.85539,1,1,0,6,0.924996,1,64799.7,30547.5,0,3653,3256,69.3289
1,7,3,0.428571,3,4,4,0.833333,0,0,0,0,1,2.80735,0,0,0,0,0,0,0,0,0,0,0,58.0659
1,12,4,0.333333,3,7,6,0.8,0,0,0,0,1,3.25163,1,0,1,0,0,1,599.667,0.471405,10,0,0,67.2455
1,20,7,0.35,4,13,7,0.631579,0,0,0,0,1,3.32193,0,0,0,0,0,0,0,0,0,0,0,190.111
1,18,6,0.333333,3,12,7,0.705882,0,0,0,0,1,3.08605,1,1,0,2,1,1,59.6667,0.471405,47,731,362,206.164
1,11,3,0.272727,2,8,6,0.6,0,0,0,0,1,2.91398,1,0,0,2,1,1,59.6667,0.471405,47,5479,4970,73.3535
1,16,5,0.3125,4,8,8,0.428571,0,0,0,2,1,3.75,2,0,2,0,0,2,599.667,424.029,251,0,0,65.4352
1,11,5,0.454545,3,6,6,0.5,0,0,0,0,2,3.0958,1,0,1,0,0,1,0,0,0,0,0,63.3446
1,11,4,0.363636,3,7,7,0.7,0,0,0,0,1,3.27761,2,0,1,3,0.923077,2,399.667,282.607,2405,0,0,76.4527
1,11,4,0.363636,3,7,7,0.7,0,0,0,0,1,3.27761,2,0,1,3,0.923077,2,299.5,299.5,2405,0,0,76.4527
1,11,4,0.363636,3,7,7,0.7,0,0,0,0,1,3.27761,2,0,1,3,0.923077,2,399.667,282.607,0,0,0,76.4527
1,11,5,0.454545,2,6,6,0.5,0,0,0,0,2,2.84535,0,0,0,0,0,0,0,0,0,0,0,60.5284
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,2,0,1,3,0.923077,2,399.667,282.607,2405,365,0,85.3745
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,1,0,1,0,0,1,0,0,0,365,0,85.3745
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,2,0,1,3,0.923077,2,399.667,282.607,2405,0,0,85.3745
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,1,0,0,3,0.923077,1,599.667,0.471405,2405,0,0,85.3745
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,5,0,1,2,1,2,1199.67,848.293,64,365,4,85.3745
1,10,3,0.3,1,7,7,0.555556,0,0,0,0,1,2.84644,1,0,1,0,0,1,0,0,0,0,0,85.3745
1,17,5,0.294118,3,11,7,0.533333,0,0,0,0,1,3.38158,1,0,1,0,0,1,0.666667,0.471405,0,0,0,117.394
1,16,6,0.375,3,9,8,0.714286,0,0,0,0,2,3.5,2,0,2,2,1,2,22014.3,18146.6,229,0,0,97.7905
1,8,3,0.375,2,5,4,0.571429,0,0,0,0,1,2.5,1,0,1,0,0,1,0,0,0,366,155,47.8582
1,8,3,0.375,2,5,5,0.571429,0,0,0,0,1,2.75,1,1,1,2,1,1,3599.67,0.471405,2256,1096,786,52.8756
1,8,3,0.375,2,5,5,0.714286,0,0,0,0,1,2.75,0,0,0,0,0,0,0,0,0,0,0,43.6381
1,13,5,0.384615,3,7,7,0.727273,0,0,0,0,1,3.39275,2,1,2,0,0,2,399.667,282.607,160,0,0,65.4592
1,7,2,0.285714,2,5,4,0.666667,0,0,0,0,1,2.52164,0,0,0,0,0,0,0,0,0,0,0,28.1145
1,10,3,0.3,2,7,7,0.666667,0,0,0,0,1,3.12193,0,0,0,0,0,0,0,0,0,0,0,89.1212
1,15,7,0.466667,4,8,5,0.642857,0,0,0,0,1,3.00624,0,0,0,0,0,0,0,0,0,0,0,150.318
1,15,6,0.4,4,9,9,0.714286,0,0,0,0,1,3.5899,3,0,0,2,1,1,299.667,0.471405,21,4749,4383,110.211
1,15,4,0.266667,3,10,9,0.538462,0,0,0,0,1,3.64022,0,0,0,0,0,0,0,0,486,3653,3653,59.7695
1,17,5,0.294118,3,12,9,0.625,0,0,0,0,1,3.41042,1,0,0,2,1,1,299.667,0.471405,16,366,0,142.093
1,14,5,0.357143,3,9,7,0.615385,0,0,0,0,1,3.18201,3,1,0,2,1,1,299.667,0.471405,186,731,597,125.523
1,16,4,0.25,3,10,8,0.571429,1,0.0625,0.0714286,0,2,3.625,0,0,0,0,0,0,0,0,519,365,5,60.2324
1,13,4,0.307692,3,9,6,0.666667,0,0,0,0,1,3.02699,1,1,1,2,1,1,599.667,0.471405,795,2557,2192,72.0492
1,17,6,0.352941,3,11,6,0.75,0,0,0,0,2,2.98423,0,0,0,0,0,0,0,0,0,0,0,120.334
1,10,3,0.3,2,7,6,0.555556,0,0,0,0,2,2.92193,1,2,1,4,0.706909,1,16,10.6145,14,365,27,53.4517
1,12,4,0.333333,2,8,5,0.545455,0,0,0,0,1,2.75163,2,0,2,2,1,2,2399.67,1696.82,0,0,0,86.386
1,11,3,0.272727,2,8,5,0.6,0,0,0,0,2,2.66353,0,0,0,0,0,0,0,0,0,0,0,81.2448
1,11,3,0.272727,1,5,4,0.4,3,0.272727,0.1,0,2,2.84535,3,0,0,2,1,1,299.667,0.471405,0,365,0,50.3112
1,13,4,0.307692,2,9,8,0.666667,0,0,0,0,1,3.2389,1,0,1,0,0,1,0,0,0,0,0,107.961
1,8,2,0.25,2,6,4,0.571429,0,0,0,0,1,2.5,1,0,1,3,0.909091,1,3599.67,0.471405,181,1096,673,53.4401
1,12,3,0.25,2,9,5,0.545455,0,0,0,0,1,2.62581,0,0,0,0,0,0,0,0,0,0,0,83.8218
1,10,3,0.3,2,7,6,0.666667,0,0,0,0,1,2.92193,3,5,0,2,1,1,299.667,0.471405,0,1096,732,49.6928
1,26,10,0.384615,4,14,10,0.625,0,0,0,1,1,3.76334,1,0,1,0,0,1,299.667,0.471405,0,5479,5069,100.505
1,14,5,0.357143,2,8,6,0.666667,0,0,0,0,2,3.03915,1,0,1,0,0,1,10799.7,0.471405,907,0,0,79.4464
1,18,10,0.555556,5,7,5,0.6875,0,0,0,0,1,3.30827,1,0,1,0,0,1,14399.7,0.471405,22,1827,1705,133.772
1,25,11,0.44,5,13,9,0.782609,0,0,0,0,1,3.78347,0,0,0,0,0,0,0,0,443,0,0,44.2939
1,21,7,0.333333,4,13,11,0.736842,0,0,0,0,1,3.88018,1,0,1,0,0,1,14399.7,0.471405,28,2557,2177,159.5
1,11,3,0.272727,2,6,5,0.666667,1,0.0909091,0.222222,0,1,3.0958,0,0,0,0,0,0,0,0,0,0,0,21.5346
1,21,10,0.47619,5,9,8,0.631579,1,0.047619,0.0526316,0,1,3.6897,0,0,0,0,0,0,0,0,0,0,0,122.426
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,20.757
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,19.5346
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,19.9497
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,19.9497
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,19.9497
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,21.5346
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,21.5346
1,12,3,0.25,2,6,5,0.5,2,0.166667,0.4,0,1,3.25163,0,0,0,0,0,0,0,0,0,0,0,21.5346
